4.604786168783903122e-03,-1.131219509989023209e-02,6.407442092895507812e-01,7.217124104499816895e-02,-5.583272501826286316e-02,6.759649515151977539e-01,7.312628626823425293e-01,4.487442225217819214e-02,-3.849224373698234558e-02,1.656304486095905304e-02,1.019999980926513672e-01,-1.019999980926513672e-01,5.683967471122741699e-02,2.065445110201835632e-02,-8.871897123754024506e-03,-4.064608365297317505e-02,1.019999980926513672e-01,-1.012524738907814026e-01,4.697879776358604431e-02,-3.901511803269386292e-02,1.019999980926513672e-01,-3.340695984661579132e-03,-4.249063879251480103e-02,1.019999980926513672e-01,-1.019999980926513672e-01,-1.019999980926513672e-01,-1.575725898146629333e-02,-1.019999980926513672e-01,1.019999980926513672e-01,-1.019999980926513672e-01
4.564220085740089417e-03,-1.127173099666833878e-02,6.404740810394287109e-01,7.167299836874008179e-02,-5.592340603470802307e-02,6.780917048454284668e-01,7.293333411216735840e-01,4.120259359478950500e-02,-4.389858245849609375e-02,1.366171054542064667e-02,2.039999961853027344e-01,-1.519508212804794312e-01,6.694750487804412842e-02,2.142952382564544678e-02,-1.002463325858116150e-02,-5.153512582182884216e-02,1.663821190595626831e-01,-1.225581765174865723e-01,5.352871119976043701e-02,-4.785488173365592957e-02,2.039999961853027344e-01,-3.711162833496928215e-03,-5.138575565069913864e-03,2.039999961853027344e-01,-2.039999961853027344e-01,-2.039999961853027344e-01,3.638642281293869019e-02,-2.039999961853027344e-01,2.039999961853027344e-01,-2.039999961853027344e-01
4.600970074534416199e-03,-1.114992052316665649e-02,6.402167081832885742e-01,7.014469057321548462e-02,-5.523581057786941528e-02,6.788043379783630371e-01,7.288712859153747559e-01,2.995672635734081268e-02,-4.361178725957870483e-02,1.206910796463489532e-02,2.392070889472961426e-01,-1.714933365583419800e-01,6.988283246755599976e-02,1.579551957547664642e-02,-9.091177955269813538e-03,-5.263844877481460571e-02,1.837502866983413696e-01,-1.307633370161056519e-01,5.333989113569259644e-02,-4.881810396909713745e-02,2.694786787033081055e-01,-2.470218110829591751e-03,2.470709383487701416e-02,2.606430351734161377e-01,-2.236994802951812744e-01,-3.059999942779541016e-01,7.637904584407806396e-02,-3.002002537250518799e-01,3.059999942779541016e-01,-3.059999942779541016e-01
4.866858944296836853e-03,-1.088375970721244812e-02,6.402292251586914062e-01,6.924109160900115967e-02,-5.457842350006103516e-02,6.793901324272155762e-01,7.284613847732543945e-01,2.464640513062477112e-02,-4.301457852125167847e-02,1.094332430511713028e-02,2.485485076904296875e-01,-1.779187470674514771e-01,7.085851579904556274e-02,1.402354333549737930e-02,-8.190155960619449615e-03,-5.222816392779350281e-02,1.855896711349487305e-01,-1.323852837085723877e-01,5.281371250748634338e-02,-4.907249659299850464e-02,2.773264646530151367e-01,-2.026919974014163017e-03,4.767889529466629028e-02,2.722118496894836426e-01,-2.216008454561233521e-01,-4.079999923706054688e-01,1.094123423099517822e-01,-3.275293111801147461e-01,4.079999923706054688e-01,-4.079999923706054688e-01
4.874535836279392242e-03,-1.108375936746597290e-02,6.402884721755981445e-01,6.920752674341201782e-02,-5.484201386570930481e-02,6.795037388801574707e-01,7.283387184143066406e-01,2.365665882825851440e-02,-4.241585731506347656e-02,1.149934250861406326e-02,2.507194876670837402e-01,-1.798410862684249878e-01,7.075543701648712158e-02,1.595944911241531372e-02,-7.490718271583318710e-03,-5.182555690407752991e-02,1.817074120044708252e-01,-1.309926956892013550e-01,5.390526354312896729e-02,-4.951597750186920166e-02,2.783428132534027100e-01,-2.305917674675583839e-03,6.656832993030548096e-02,2.774564921855926514e-01,-2.174856662750244141e-01,-5.099999904632568359e-01,1.324777603149414062e-01,-3.410327136516571045e-01,4.734251201152801514e-01,-5.099999904632568359e-01
5.043901037424802780e-03,-1.144153159111738205e-02,6.403093338012695312e-01,6.943502277135848999e-02,-5.546996742486953735e-02,6.788234710693359375e-01,7.289036512374877930e-01,2.374496497213840485e-02,-4.132613167166709900e-02,1.480209268629550934e-02,2.530254721641540527e-01,-1.807423532009124756e-01,6.993066519498825073e-02,1.909968815743923187e-02,-6.700026337057352066e-03,-5.198294669389724731e-02,1.762265264987945557e-01,-1.286704987287521362e-01,5.620418488979339600e-02,-4.960861802101135254e-02,2.798078954219818115e-01,-2.119431039318442345e-03,8.364539593458175659e-02,2.821342349052429199e-01,-2.119778841733932495e-01,-6.119999885559082031e-01,1.499974131584167480e-01,-3.519519865512847900e-01,4.764949679374694824e-01,-6.119999885559082031e-01
5.214663222432136536e-03,-1.177069637924432755e-02,6.403006315231323242e-01,7.046911120414733887e-02,-5.687937512993812561e-02,6.778275966644287109e-01,7.296221852302551270e-01,2.580988779664039612e-02,-4.013046622276306152e-02,1.968399249017238617e-02,2.559490501880645752e-01,-1.816674023866653442e-01,6.882708519697189331e-02,2.307016775012016296e-02,-6.165526341646909714e-03,-5.285600200295448303e-02,1.730778068304061890e-01,-1.270387470722198486e-01,5.876272544264793396e-02,-4.952598735690116882e-02,2.835626006126403809e-01,-1.633536419831216335e-03,9.403981268405914307e-02,2.855472564697265625e-01,-2.076860815286636353e-01,-7.139999866485595703e-01,1.593492925167083740e-01,-3.604357242584228516e-01,4.739745855331420898e-01,-7.139999866485595703e-01
5.278184544295072556e-03,-1.178036630153656006e-02,6.403957605361938477e-01,6.911659985780715942e-02,-5.530670285224914551e-02,6.777052283287048340e-01,7.299860715866088867e-01,2.399354055523872375e-02,-3.978507220745086670e-02,2.248474396765232086e-02,2.537336647510528564e-01,-1.802573353052139282e-01,6.807613372802734375e-02,2.005372941493988037e-02,-6.215189583599567413e-03,-5.351516604423522949e-02,1.725348085165023804e-01,-1.256494224071502686e-01,6.004101410508155823e-02,-4.980984702706336975e-02,2.822697758674621582e-01,-1.267183572053909302e-03,8.790026605129241943e-02,2.862332463264465332e-01,-2.081659287214279175e-01,-8.159999847412109375e-01,1.667055189609527588e-01,-3.682411313056945801e-01,4.720268249511718750e-01,-8.159999847412109375e-01
5.449010059237480164e-03,-1.108477544039487839e-02,6.405540704727172852e-01,6.923343986272811890e-02,-5.485115572810173035e-02,6.784886717796325684e-01,7.292813062667846680e-01,2.648631669580936432e-02,-4.041722044348716736e-02,2.139036543667316437e-02,2.473766356706619263e-01,-1.774307787418365479e-01,6.754320114850997925e-02,1.867533847689628601e-02,-6.813160609453916550e-03,-5.402630195021629333e-02,1.758165359497070312e-01,-1.261987090110778809e-01,5.962569266557693481e-02,-5.177742615342140198e-02,2.814345061779022217e-01,-8.751745335757732391e-04,9.602505713701248169e-02,2.878827452659606934e-01,-2.061777263879776001e-01,-9.179999828338623047e-01,1.793139576911926270e-01,-3.769867420196533203e-01,4.724563062191009521e-01,-9.179999828338623047e-01
5.542633589357137680e-03,-1.012130919843912125e-02,6.407427787780761719e-01,7.026425004005432129e-02,-5.523979291319847107e-02,6.797867417335510254e-01,7.279433012008666992e-01,3.237684071063995361e-02,-4.152588173747062683e-02,1.820623874664306641e-02,2.389570325613021851e-01,-1.734551638364791870e-01,6.707479804754257202e-02,2.009543403983116150e-02,-7.695892360061407089e-03,-5.466112866997718811e-02,1.798479557037353516e-01,-1.273741871118545532e-01,5.841260775923728943e-02,-5.440280959010124207e-02,2.824138402938842773e-01,-7.755798287689685822e-04,1.049657985568046570e-01,2.892786860466003418e-01,-2.054014056921005249e-01,-1.019999980926513672e+00,1.901520937681198120e-01,-3.838476240634918213e-01,4.750603735446929932e-01,-9.978699088096618652e-01
