7.822816260159015656e-03,-2.224790398031473160e-03,1.068968892097473145e+00,-4.954181984066963196e-02,-9.617920964956283569e-03,-6.838236451148986816e-01,7.278999686241149902e-01,-3.841711208224296570e-02,4.706384986639022827e-02,-1.699942047707736492e-03,6.482029706239700317e-02,-2.475223504006862640e-02,4.584713652729988098e-02,7.350042928010225296e-03,-9.756071120500564575e-02,-1.019999980926513672e-01,5.736256390810012817e-02,2.300127781927585602e-02,3.994660079479217529e-02,-1.019999980926513672e-01,1.019999980926513672e-01,1.209634076803922653e-02,1.099030952900648117e-02,6.997003406286239624e-02,-1.019999980926513672e-01,-1.019999980926513672e-01,-1.019999980926513672e-01,-1.019999980926513672e-01,8.316487073898315430e-02,-3.778383508324623108e-02,-9.000528603792190552e-02,1.019999980926513672e-01,-1.019999980926513672e-01,1.019999980926513672e-01,-3.661190345883369446e-02,-6.101613491773605347e-02
8.423768915235996246e-03,-2.014624653384089470e-03,1.068495631217956543e+00,-5.558248981833457947e-02,-1.835901848971843719e-02,-7.180246114730834961e-01,6.935518383979797363e-01,-6.883397232741117477e-03,5.801673606038093567e-02,1.003000587224960327e-01,7.839401811361312866e-02,-6.806187331676483154e-02,5.791248381137847900e-02,-2.904369868338108063e-02,-1.165354847908020020e-01,-2.032669931650161743e-01,1.174683347344398499e-01,4.641358926892280579e-02,5.283789709210395813e-02,-4.051005095243453979e-02,1.606256514787673950e-01,1.430601347237825394e-02,8.764543570578098297e-03,8.856820315122604370e-02,-2.039999961853027344e-01,-2.039999961853027344e-01,-2.039999961853027344e-01,-1.417667120695114136e-01,1.042099371552467346e-01,-2.161886170506477356e-02,-1.218002960085868835e-01,2.039999961853027344e-01,-2.039999961853027344e-01,1.338270306587219238e-01,-4.180896282196044922e-02,-7.485433667898178101e-02
8.406275883316993713e-03,-2.311533549800515175e-03,1.068099975585937500e+00,-5.903821811079978943e-02,-2.296130172908306122e-02,-7.209017872810363770e-01,6.901361346244812012e-01,6.469107698649168015e-03,5.921367555856704712e-02,1.365207582712173462e-01,8.803217113018035889e-02,-8.438660949468612671e-02,6.049203872680664062e-02,-3.872286900877952576e-02,-1.227605864405632019e-01,-2.087259888648986816e-01,1.509342789649963379e-01,4.334602132439613342e-02,5.533888936042785645e-02,-2.461168728768825531e-02,1.777725368738174438e-01,1.422245614230632782e-02,2.004611305892467499e-02,9.153668582439422607e-02,-3.033940494060516357e-01,-2.511914074420928955e-01,-2.452799677848815918e-01,-1.476565152406692505e-01,1.084305420517921448e-01,-4.599572159349918365e-03,-1.327967345714569092e-01,2.731064856052398682e-01,-2.486011683940887451e-01,1.376839876174926758e-01,-3.545153886079788208e-02,-7.530584186315536499e-02
8.417986333370208740e-03,-2.721398370340466499e-03,1.067796349525451660e+00,-6.146031618118286133e-02,-2.630192227661609650e-02,-7.221434712409973145e-01,6.885053515434265137e-01,1.412632409483194351e-02,5.881381407380104065e-02,1.477546989917755127e-01,9.548199176788330078e-02,-9.252681583166122437e-02,6.138475239276885986e-02,-4.190714284777641296e-02,-1.263897269964218140e-01,-2.050542682409286499e-01,1.728062331676483154e-01,3.718676790595054626e-02,5.573473498225212097e-02,-1.748436689376831055e-02,1.795069873332977295e-01,1.416932046413421631e-02,3.582752496004104614e-02,9.020081907510757446e-02,-3.270916044712066650e-01,-2.652528584003448486e-01,-2.494134604930877686e-01,-1.440411806106567383e-01,1.133472248911857605e-01,1.160309556871652603e-02,-1.367565691471099854e-01,2.910891175270080566e-01,-2.633012235164642334e-01,1.299277991056442261e-01,-2.750869095325469971e-02,-7.627218216657638550e-02
8.443806320428848267e-03,-3.073683474212884903e-03,1.067497372627258301e+00,-6.324047595262527466e-02,-2.892332524061203003e-02,-7.227758765220642090e-01,6.875748038291931152e-01,1.907133497297763824e-02,5.810451507568359375e-02,1.528388708829879761e-01,1.019613593816757202e-01,-9.773717075586318970e-02,6.176071986556053162e-02,-4.375355318188667297e-02,-1.292977780103683472e-01,-2.014176100492477417e-01,1.897331625223159790e-01,3.098421171307563782e-02,5.570096150040626526e-02,-1.446026470512151718e-02,1.777428835630416870e-01,1.395665295422077179e-02,4.906341806054115295e-02,8.762100338935852051e-02,-3.361184298992156982e-01,-2.706898152828216553e-01,-2.485228776931762695e-01,-1.400301158428192139e-01,1.169301718473434448e-01,2.493520453572273254e-02,-1.382603496313095093e-01,3.002285659313201904e-01,-2.699978053569793701e-01,1.239365860819816589e-01,-2.144449017941951752e-02,-7.730962336063385010e-02
8.372199721634387970e-03,-3.317432012408971786e-03,1.067214250564575195e+00,-6.453584134578704834e-02,-3.105209022760391235e-02,-7.234541177749633789e-01,6.866477131843566895e-01,2.247538790106773376e-02,5.746593698859214783e-02,1.563985943794250488e-01,1.079323291778564453e-01,-1.023953855037689209e-01,6.183978542685508728e-02,-4.654103890061378479e-02,-1.318871080875396729e-01,-1.981076747179031372e-01,2.055483162403106689e-01,2.395609952509403229e-02,5.590338259935379028e-02,-1.185873989015817642e-02,1.769115477800369263e-01,1.356107089668512344e-02,6.082966178655624390e-02,8.599454909563064575e-02,-3.419443368911743164e-01,-2.762944400310516357e-01,-2.467742264270782471e-01,-1.368296444416046143e-01,1.205824390053749084e-01,3.662839159369468689e-02,-1.399741470813751221e-01,3.064322471618652344e-01,-2.770237028598785400e-01,1.181808039546012878e-01,-1.682302542030811310e-02,-7.851257920265197754e-02
8.269008249044418335e-03,-3.501921426504850388e-03,1.066934585571289062e+00,-6.548629701137542725e-02,-3.285034745931625366e-02,-7.240100502967834473e-01,6.858876347541809082e-01,2.474369853734970093e-02,5.684158205986022949e-02,1.590580344200134277e-01,1.136502549052238464e-01,-1.065132766962051392e-01,6.180351600050926208e-02,-4.991631209850311279e-02,-1.343078911304473877e-01,-1.950286328792572021e-01,2.205304652452468872e-01,1.664482057094573975e-02,5.619340389966964722e-02,-9.765908122062683105e-03,1.764628291130065918e-01,1.301153376698493958e-02,7.113869488239288330e-02,8.506897836923599243e-02,-3.462790846824645996e-01,-2.820339500904083252e-01,-2.450196146965026855e-01,-1.343725174665451050e-01,1.239148005843162537e-01,4.694302380084991455e-02,-1.418233215808868408e-01,3.110061287879943848e-01,-2.841921746730804443e-01,1.130759119987487793e-01,-1.330266799777746201e-02,-7.969380915164947510e-02
8.161336183547973633e-03,-3.628551261499524117e-03,1.066632509231567383e+00,-6.618148833513259888e-02,-3.440250828862190247e-02,-7.245187759399414062e-01,6.852072477340698242e-01,2.616550773382186890e-02,5.619989335536956787e-02,1.611350476741790771e-01,1.192090436816215515e-01,-1.102723032236099243e-01,6.170522794127464294e-02,-5.370893701910972595e-02,-1.366432607173919678e-01,-1.922271251678466797e-01,2.347580790519714355e-01,9.167523123323917389e-03,5.657632648944854736e-02,-8.198483847081661224e-03,1.762314438819885254e-01,1.238128449767827988e-02,8.031434565782546997e-02,8.461423218250274658e-02,-3.495535850524902344e-01,-2.876684963703155518e-01,-2.434001713991165161e-01,-1.323715597391128540e-01,1.267358213663101196e-01,5.606665462255477905e-02,-1.437619477510452271e-01,3.145264983177185059e-01,-2.911424636840820312e-01,1.088275387883186340e-01,-1.042488683015108109e-02,-8.062563836574554443e-02
8.048778399825096130e-03,-3.716895356774330139e-03,1.066334724426269531e+00,-6.662204861640930176e-02,-3.574614599347114563e-02,-7.248682975769042969e-01,6.847259998321533203e-01,2.682323940098285675e-02,5.549575015902519226e-02,1.627710461616516113e-01,1.245788857340812683e-01,-1.138024777173995972e-01,6.159710139036178589e-02,-5.778838321566581726e-02,-1.389658451080322266e-01,-1.897227466106414795e-01,2.484089881181716919e-01,1.783584128133952618e-03,5.682557076215744019e-02,-6.945191882550716400e-03,1.761144697666168213e-01,1.173899415880441666e-02,8.835645765066146851e-02,8.472770452499389648e-02,-3.521088063716888428e-01,-2.930480539798736572e-01,-2.420658916234970093e-01,-1.306599378585815430e-01,1.291862875223159790e-01,6.425671279430389404e-02,-1.458313465118408203e-01,3.173171579837799072e-01,-2.977764010429382324e-01,1.052952185273170471e-01,-8.061894215643405914e-03,-8.145776391029357910e-02
7.925711572170257568e-03,-3.771035000681877136e-03,1.066035270690917969e+00,-6.687187403440475464e-02,-3.691467270255088806e-02,-7.251426577568054199e-01,6.843490600585937500e-01,2.687634713947772980e-02,5.477522313594818115e-02,1.641212254762649536e-01,1.298139989376068115e-01,-1.171223893761634827e-01,6.144872680306434631e-02,-6.206071004271507263e-02,-1.412439197301864624e-01,-1.875205934047698975e-01,2.614280581474304199e-01,-5.463816225528717041e-03,5.705920234322547913e-02,-6.010383367538452148e-03,1.760403066873550415e-01,1.096102409064769745e-02,9.546994417905807495e-02,8.516664057970046997e-02,-3.542109429836273193e-01,-2.981385588645935059e-01,-2.409601658582687378e-01,-1.291785389184951782e-01,1.312239617109298706e-01,7.161809504032135010e-02,-1.479519903659820557e-01,3.195464611053466797e-01,-3.039539456367492676e-01,1.023663356900215149e-01,-6.007143296301364899e-03,-8.218122273683547974e-02
